Data_ID,Dia,Mes,Ano,Data_Completa
872,21,5,2022,2022-05-21
873,22,5,2022,2022-05-22
874,23,5,2022,2022-05-23
875,24,5,2022,2022-05-24
876,25,5,2022,2022-05-25
877,26,5,2022,2022-05-26
878,27,5,2022,2022-05-27
879,28,5,2022,2022-05-28
880,29,5,2022,2022-05-29
881,30,5,2022,2022-05-30
882,31,5,2022,2022-05-31
883,1,6,2022,2022-06-01
884,2,6,2022,2022-06-02
885,3,6,2022,2022-06-03
886,4,6,2022,2022-06-04
887,5,6,2022,2022-06-05
888,6,6,2022,2022-06-06
889,7,6,2022,2022-06-07
890,8,6,2022,2022-06-08
891,9,6,2022,2022-06-09
892,10,6,2022,2022-06-10
893,11,6,2022,2022-06-11
894,12,6,2022,2022-06-12
895,13,6,2022,2022-06-13
896,14,6,2022,2022-06-14
897,15,6,2022,2022-06-15
898,16,6,2022,2022-06-16
899,17,6,2022,2022-06-17
900,18,6,2022,2022-06-18
901,19,6,2022,2022-06-19
902,20,6,2022,2022-06-20
903,21,6,2022,2022-06-21
904,22,6,2022,2022-06-22
905,23,6,2022,2022-06-23
906,24,6,2022,2022-06-24
907,25,6,2022,2022-06-25
908,26,6,2022,2022-06-26
909,27,6,2022,2022-06-27
910,28,6,2022,2022-06-28
911,29,6,2022,2022-06-29
912,30,6,2022,2022-06-30
913,1,7,2022,2022-07-01
914,2,7,2022,2022-07-02
915,3,7,2022,2022-07-03
916,4,7,2022,2022-07-04
917,5,7,2022,2022-07-05
918,6,7,2022,2022-07-06
919,7,7,2022,2022-07-07
920,8,7,2022,2022-07-08
921,9,7,2022,2022-07-09
922,10,7,2022,2022-07-10
923,11,7,2022,2022-07-11
924,12,7,2022,2022-07-12
925,13,7,2022,2022-07-13
926,14,7,2022,2022-07-14
927,15,7,2022,2022-07-15
928,16,7,2022,2022-07-16
929,17,7,2022,2022-07-17
930,18,7,2022,2022-07-18
931,19,7,2022,2022-07-19
932,20,7,2022,2022-07-20
933,21,7,2022,2022-07-21
934,22,7,2022,2022-07-22
935,23,7,2022,2022-07-23
936,24,7,2022,2022-07-24
937,25,7,2022,2022-07-25
938,26,7,2022,2022-07-26
939,27,7,2022,2022-07-27
940,28,7,2022,2022-07-28
941,29,7,2022,2022-07-29
942,30,7,2022,2022-07-30
943,31,7,2022,2022-07-31
944,1,8,2022,2022-08-01
945,2,8,2022,2022-08-02
946,3,8,2022,2022-08-03
947,4,8,2022,2022-08-04
948,5,8,2022,2022-08-05
949,6,8,2022,2022-08-06
950,7,8,2022,2022-08-07
951,8,8,2022,2022-08-08
952,9,8,2022,2022-08-09
953,10,8,2022,2022-08-10
954,11,8,2022,2022-08-11
955,12,8,2022,2022-08-12
956,13,8,2022,2022-08-13
957,14,8,2022,2022-08-14
958,15,8,2022,2022-08-15
959,16,8,2022,2022-08-16
960,17,8,2022,2022-08-17
961,18,8,2022,2022-08-18
962,19,8,2022,2022-08-19
963,20,8,2022,2022-08-20
964,21,8,2022,2022-08-21
965,22,8,2022,2022-08-22
966,23,8,2022,2022-08-23
967,24,8,2022,2022-08-24
968,25,8,2022,2022-08-25
969,26,8,2022,2022-08-26
970,27,8,2022,2022-08-27
971,28,8,2022,2022-08-28
972,29,8,2022,2022-08-29
973,30,8,2022,2022-08-30
974,31,8,2022,2022-08-31
975,1,9,2022,2022-09-01
976,2,9,2022,2022-09-02
977,3,9,2022,2022-09-03
978,4,9,2022,2022-09-04
979,5,9,2022,2022-09-05
980,6,9,2022,2022-09-06
981,7,9,2022,2022-09-07
982,8,9,2022,2022-09-08
983,9,9,2022,2022-09-09
984,10,9,2022,2022-09-10
985,11,9,2022,2022-09-11
986,12,9,2022,2022-09-12
987,13,9,2022,2022-09-13
988,14,9,2022,2022-09-14
989,15,9,2022,2022-09-15
990,16,9,2022,2022-09-16
991,17,9,2022,2022-09-17
992,18,9,2022,2022-09-18
993,19,9,2022,2022-09-19
994,20,9,2022,2022-09-20
995,21,9,2022,2022-09-21
996,22,9,2022,2022-09-22
997,23,9,2022,2022-09-23
998,24,9,2022,2022-09-24
999,25,9,2022,2022-09-25
1000,26,9,2022,2022-09-26
1001,27,9,2022,2022-09-27
1002,28,9,2022,2022-09-28
1003,29,9,2022,2022-09-29
1004,30,9,2022,2022-09-30
1005,1,10,2022,2022-10-01
1006,2,10,2022,2022-10-02
1007,3,10,2022,2022-10-03
1008,4,10,2022,2022-10-04
1009,5,10,2022,2022-10-05
1010,6,10,2022,2022-10-06
1011,7,10,2022,2022-10-07
1012,8,10,2022,2022-10-08
1013,9,10,2022,2022-10-09
1014,10,10,2022,2022-10-10
1015,11,10,2022,2022-10-11
1016,12,10,2022,2022-10-12
1017,13,10,2022,2022-10-13
1018,14,10,2022,2022-10-14
1019,15,10,2022,2022-10-15
1020,16,10,2022,2022-10-16
1021,17,10,2022,2022-10-17
1022,18,10,2022,2022-10-18
1023,19,10,2022,2022-10-19
1024,20,10,2022,2022-10-20
1025,21,10,2022,2022-10-21
1026,22,10,2022,2022-10-22
1027,23,10,2022,2022-10-23
1028,24,10,2022,2022-10-24
1029,25,10,2022,2022-10-25
1030,26,10,2022,2022-10-26
1031,27,10,2022,2022-10-27
1032,28,10,2022,2022-10-28
1033,29,10,2022,2022-10-29
1034,30,10,2022,2022-10-30
1035,31,10,2022,2022-10-31
1036,1,11,2022,2022-11-01
1037,2,11,2022,2022-11-02
1038,3,11,2022,2022-11-03
1039,4,11,2022,2022-11-04
1040,5,11,2022,2022-11-05
1041,6,11,2022,2022-11-06
1042,7,11,2022,2022-11-07
1043,8,11,2022,2022-11-08
1044,9,11,2022,2022-11-09
1045,10,11,2022,2022-11-10
1046,11,11,2022,2022-11-11
1047,12,11,2022,2022-11-12
1048,13,11,2022,2022-11-13
1049,14,11,2022,2022-11-14
1050,15,11,2022,2022-11-15
1051,16,11,2022,2022-11-16
1052,17,11,2022,2022-11-17
1053,18,11,2022,2022-11-18
1054,19,11,2022,2022-11-19
1055,20,11,2022,2022-11-20
1056,21,11,2022,2022-11-21
1057,22,11,2022,2022-11-22
1058,23,11,2022,2022-11-23
1059,24,11,2022,2022-11-24
1060,25,11,2022,2022-11-25
1061,26,11,2022,2022-11-26
1062,27,11,2022,2022-11-27
1063,28,11,2022,2022-11-28
1064,29,11,2022,2022-11-29
1065,30,11,2022,2022-11-30
1066,1,12,2022,2022-12-01
1067,2,12,2022,2022-12-02
1068,3,12,2022,2022-12-03
1069,4,12,2022,2022-12-04
1070,5,12,2022,2022-12-05
1071,6,12,2022,2022-12-06
1072,7,12,2022,2022-12-07
1073,8,12,2022,2022-12-08
1074,9,12,2022,2022-12-09
1075,10,12,2022,2022-12-10
1076,11,12,2022,2022-12-11
1077,12,12,2022,2022-12-12
1078,13,12,2022,2022-12-13
1079,14,12,2022,2022-12-14
1080,15,12,2022,2022-12-15
1081,16,12,2022,2022-12-16
1082,17,12,2022,2022-12-17
1083,18,12,2022,2022-12-18
1084,19,12,2022,2022-12-19
1085,20,12,2022,2022-12-20
1086,21,12,2022,2022-12-21
1087,22,12,2022,2022-12-22
1088,23,12,2022,2022-12-23
1089,24,12,2022,2022-12-24
1090,25,12,2022,2022-12-25
1091,26,12,2022,2022-12-26
1092,27,12,2022,2022-12-27
1093,28,12,2022,2022-12-28
1094,29,12,2022,2022-12-29
1095,30,12,2022,2022-12-30
1096,31,12,2022,2022-12-31
1097,1,1,2023,2023-01-01
1098,2,1,2023,2023-01-02
1099,3,1,2023,2023-01-03
1100,4,1,2023,2023-01-04
1101,5,1,2023,2023-01-05
1102,6,1,2023,2023-01-06
1103,7,1,2023,2023-01-07
1104,8,1,2023,2023-01-08
1105,9,1,2023,2023-01-09
1106,10,1,2023,2023-01-10
1107,11,1,2023,2023-01-11
1108,12,1,2023,2023-01-12
1109,13,1,2023,2023-01-13
1110,14,1,2023,2023-01-14
1111,15,1,2023,2023-01-15
1112,16,1,2023,2023-01-16
1113,17,1,2023,2023-01-17
1114,18,1,2023,2023-01-18
1115,19,1,2023,2023-01-19
1116,20,1,2023,2023-01-20
1117,21,1,2023,2023-01-21
1118,22,1,2023,2023-01-22
1119,23,1,2023,2023-01-23
1120,24,1,2023,2023-01-24
1121,25,1,2023,2023-01-25
1122,26,1,2023,2023-01-26
1123,27,1,2023,2023-01-27
1124,28,1,2023,2023-01-28
1125,29,1,2023,2023-01-29
1126,30,1,2023,2023-01-30
1127,31,1,2023,2023-01-31
1128,1,2,2023,2023-02-01
1129,2,2,2023,2023-02-02
1130,3,2,2023,2023-02-03
1131,4,2,2023,2023-02-04
1132,5,2,2023,2023-02-05
1133,6,2,2023,2023-02-06
1134,7,2,2023,2023-02-07
1135,8,2,2023,2023-02-08
1136,9,2,2023,2023-02-09
1137,10,2,2023,2023-02-10
1138,11,2,2023,2023-02-11
1139,12,2,2023,2023-02-12
1140,13,2,2023,2023-02-13
1141,14,2,2023,2023-02-14
1142,15,2,2023,2023-02-15
1143,16,2,2023,2023-02-16
1144,17,2,2023,2023-02-17
1145,18,2,2023,2023-02-18
1146,19,2,2023,2023-02-19
1147,20,2,2023,2023-02-20
1148,21,2,2023,2023-02-21
1149,22,2,2023,2023-02-22
1150,23,2,2023,2023-02-23
1151,24,2,2023,2023-02-24
1152,25,2,2023,2023-02-25
1153,26,2,2023,2023-02-26
1154,27,2,2023,2023-02-27
1155,28,2,2023,2023-02-28
1156,1,3,2023,2023-03-01
1157,2,3,2023,2023-03-02
1158,3,3,2023,2023-03-03
1159,4,3,2023,2023-03-04
1160,5,3,2023,2023-03-05
1161,6,3,2023,2023-03-06
1162,7,3,2023,2023-03-07
1163,8,3,2023,2023-03-08
1164,9,3,2023,2023-03-09
1165,10,3,2023,2023-03-10
1166,11,3,2023,2023-03-11
1167,12,3,2023,2023-03-12
1168,13,3,2023,2023-03-13
1169,14,3,2023,2023-03-14
1170,15,3,2023,2023-03-15
1171,16,3,2023,2023-03-16
1172,17,3,2023,2023-03-17
1173,18,3,2023,2023-03-18
1174,19,3,2023,2023-03-19
1175,20,3,2023,2023-03-20
1176,21,3,2023,2023-03-21
1177,22,3,2023,2023-03-22
1178,23,3,2023,2023-03-23
1179,24,3,2023,2023-03-24
1180,25,3,2023,2023-03-25
1181,26,3,2023,2023-03-26
1182,27,3,2023,2023-03-27
1183,28,3,2023,2023-03-28
1184,29,3,2023,2023-03-29
1185,30,3,2023,2023-03-30
1186,31,3,2023,2023-03-31
1187,1,4,2023,2023-04-01
1188,2,4,2023,2023-04-02
1189,3,4,2023,2023-04-03
1190,4,4,2023,2023-04-04
1191,5,4,2023,2023-04-05
1192,6,4,2023,2023-04-06
1193,7,4,2023,2023-04-07
1194,8,4,2023,2023-04-08
1195,9,4,2023,2023-04-09
1196,10,4,2023,2023-04-10
1197,11,4,2023,2023-04-11
1198,12,4,2023,2023-04-12
1199,13,4,2023,2023-04-13
1200,14,4,2023,2023-04-14
1201,15,4,2023,2023-04-15
1202,16,4,2023,2023-04-16
1203,17,4,2023,2023-04-17
1204,18,4,2023,2023-04-18
1205,19,4,2023,2023-04-19
1206,20,4,2023,2023-04-20
1207,21,4,2023,2023-04-21
1208,22,4,2023,2023-04-22
1209,23,4,2023,2023-04-23
1210,24,4,2023,2023-04-24
1211,25,4,2023,2023-04-25
1212,26,4,2023,2023-04-26
1213,27,4,2023,2023-04-27
1214,28,4,2023,2023-04-28
1215,29,4,2023,2023-04-29
1216,30,4,2023,2023-04-30
1217,1,5,2023,2023-05-01
1218,2,5,2023,2023-05-02
1219,3,5,2023,2023-05-03
1220,4,5,2023,2023-05-04
1221,5,5,2023,2023-05-05
1222,6,5,2023,2023-05-06
1223,7,5,2023,2023-05-07
1224,8,5,2023,2023-05-08
1225,9,5,2023,2023-05-09
1226,10,5,2023,2023-05-10
1227,11,5,2023,2023-05-11
1228,12,5,2023,2023-05-12
1229,13,5,2023,2023-05-13
1230,14,5,2023,2023-05-14
1231,15,5,2023,2023-05-15
1232,16,5,2023,2023-05-16
1233,17,5,2023,2023-05-17
1234,18,5,2023,2023-05-18
1235,19,5,2023,2023-05-19
1236,20,5,2023,2023-05-20
1237,21,5,2023,2023-05-21
1238,22,5,2023,2023-05-22
1239,23,5,2023,2023-05-23
1240,24,5,2023,2023-05-24
1241,25,5,2023,2023-05-25
1242,26,5,2023,2023-05-26
1243,27,5,2023,2023-05-27
1244,28,5,2023,2023-05-28
1245,29,5,2023,2023-05-29
1246,30,5,2023,2023-05-30
1247,31,5,2023,2023-05-31
1248,1,6,2023,2023-06-01
1249,2,6,2023,2023-06-02
1250,3,6,2023,2023-06-03
1251,4,6,2023,2023-06-04
1252,5,6,2023,2023-06-05
1253,6,6,2023,2023-06-06
1254,7,6,2023,2023-06-07
1255,8,6,2023,2023-06-08
1256,9,6,2023,2023-06-09
1257,10,6,2023,2023-06-10
1258,11,6,2023,2023-06-11
1259,12,6,2023,2023-06-12
1260,13,6,2023,2023-06-13
1261,14,6,2023,2023-06-14
1262,15,6,2023,2023-06-15
1263,16,6,2023,2023-06-16
1264,17,6,2023,2023-06-17
1265,18,6,2023,2023-06-18
1266,19,6,2023,2023-06-19
1267,20,6,2023,2023-06-20
1268,21,6,2023,2023-06-21
1269,22,6,2023,2023-06-22
1270,23,6,2023,2023-06-23
1271,24,6,2023,2023-06-24
1272,25,6,2023,2023-06-25
1273,26,6,2023,2023-06-26
1274,27,6,2023,2023-06-27
1275,28,6,2023,2023-06-28
1276,29,6,2023,2023-06-29
1277,30,6,2023,2023-06-30
1278,1,7,2023,2023-07-01
1279,2,7,2023,2023-07-02
1280,3,7,2023,2023-07-03
1281,4,7,2023,2023-07-04
1282,5,7,2023,2023-07-05
1283,6,7,2023,2023-07-06
1284,7,7,2023,2023-07-07
1285,8,7,2023,2023-07-08
1286,9,7,2023,2023-07-09
1287,10,7,2023,2023-07-10
1288,11,7,2023,2023-07-11
1289,12,7,2023,2023-07-12
1290,13,7,2023,2023-07-13
1291,14,7,2023,2023-07-14
1292,15,7,2023,2023-07-15
1293,16,7,2023,2023-07-16
1294,17,7,2023,2023-07-17
1295,18,7,2023,2023-07-18
1296,19,7,2023,2023-07-19
1297,20,7,2023,2023-07-20
1298,21,7,2023,2023-07-21
1299,22,7,2023,2023-07-22
1300,23,7,2023,2023-07-23
1301,24,7,2023,2023-07-24
1302,25,7,2023,2023-07-25
1303,26,7,2023,2023-07-26
1304,27,7,2023,2023-07-27
1305,28,7,2023,2023-07-28
1306,29,7,2023,2023-07-29
1307,30,7,2023,2023-07-30
1308,31,7,2023,2023-07-31
1309,1,8,2023,2023-08-01
1310,2,8,2023,2023-08-02
1311,3,8,2023,2023-08-03
1312,4,8,2023,2023-08-04
1313,5,8,2023,2023-08-05
1314,6,8,2023,2023-08-06
1315,7,8,2023,2023-08-07
1316,8,8,2023,2023-08-08
1317,9,8,2023,2023-08-09
1318,10,8,2023,2023-08-10
1319,11,8,2023,2023-08-11
1320,12,8,2023,2023-08-12
1321,13,8,2023,2023-08-13
1322,14,8,2023,2023-08-14
1323,15,8,2023,2023-08-15
1324,16,8,2023,2023-08-16
1325,17,8,2023,2023-08-17
1326,18,8,2023,2023-08-18
1327,19,8,2023,2023-08-19
1328,20,8,2023,2023-08-20
1329,21,8,2023,2023-08-21
1330,22,8,2023,2023-08-22
1331,23,8,2023,2023-08-23
1332,24,8,2023,2023-08-24
1333,25,8,2023,2023-08-25
1334,26,8,2023,2023-08-26
1335,27,8,2023,2023-08-27
1336,28,8,2023,2023-08-28
1337,29,8,2023,2023-08-29
1338,30,8,2023,2023-08-30
1339,31,8,2023,2023-08-31
1340,1,9,2023,2023-09-01
1341,2,9,2023,2023-09-02
1342,3,9,2023,2023-09-03
1343,4,9,2023,2023-09-04
1344,5,9,2023,2023-09-05
1345,6,9,2023,2023-09-06
1346,7,9,2023,2023-09-07
1347,8,9,2023,2023-09-08
1348,9,9,2023,2023-09-09
1349,10,9,2023,2023-09-10
1350,11,9,2023,2023-09-11
1351,12,9,2023,2023-09-12
1352,13,9,2023,2023-09-13
1353,14,9,2023,2023-09-14
1354,15,9,2023,2023-09-15
1355,16,9,2023,2023-09-16
1356,17,9,2023,2023-09-17
1357,18,9,2023,2023-09-18
1358,19,9,2023,2023-09-19
1359,20,9,2023,2023-09-20
1360,21,9,2023,2023-09-21
1361,22,9,2023,2023-09-22
1362,23,9,2023,2023-09-23
1363,24,9,2023,2023-09-24
1364,25,9,2023,2023-09-25
1365,26,9,2023,2023-09-26
1366,27,9,2023,2023-09-27
1367,28,9,2023,2023-09-28
1368,29,9,2023,2023-09-29
1369,30,9,2023,2023-09-30
1370,1,10,2023,2023-10-01
1371,2,10,2023,2023-10-02
1372,3,10,2023,2023-10-03
1373,4,10,2023,2023-10-04
1374,5,10,2023,2023-10-05
1375,6,10,2023,2023-10-06
1376,7,10,2023,2023-10-07
1377,8,10,2023,2023-10-08
1378,9,10,2023,2023-10-09
1379,10,10,2023,2023-10-10
1380,11,10,2023,2023-10-11
1381,12,10,2023,2023-10-12
1382,13,10,2023,2023-10-13
1383,14,10,2023,2023-10-14
1384,15,10,2023,2023-10-15
1385,16,10,2023,2023-10-16
1386,17,10,2023,2023-10-17
1387,18,10,2023,2023-10-18
1388,19,10,2023,2023-10-19
1389,20,10,2023,2023-10-20
1390,21,10,2023,2023-10-21
1391,22,10,2023,2023-10-22
1392,23,10,2023,2023-10-23
1393,24,10,2023,2023-10-24
1394,25,10,2023,2023-10-25
1395,26,10,2023,2023-10-26
1396,27,10,2023,2023-10-27
1397,28,10,2023,2023-10-28
1398,29,10,2023,2023-10-29
1399,30,10,2023,2023-10-30
1400,31,10,2023,2023-10-31
1401,1,11,2023,2023-11-01
1402,2,11,2023,2023-11-02
1403,3,11,2023,2023-11-03
1404,4,11,2023,2023-11-04
1405,5,11,2023,2023-11-05
1406,6,11,2023,2023-11-06
1407,7,11,2023,2023-11-07
1408,8,11,2023,2023-11-08
1409,9,11,2023,2023-11-09
1410,10,11,2023,2023-11-10
1411,11,11,2023,2023-11-11
1412,12,11,2023,2023-11-12
1413,13,11,2023,2023-11-13
1414,14,11,2023,2023-11-14
1415,15,11,2023,2023-11-15
1416,16,11,2023,2023-11-16
1417,17,11,2023,2023-11-17
1418,18,11,2023,2023-11-18
1419,19,11,2023,2023-11-19
1420,20,11,2023,2023-11-20
1421,21,11,2023,2023-11-21
1422,22,11,2023,2023-11-22
1423,23,11,2023,2023-11-23
1424,24,11,2023,2023-11-24
1425,25,11,2023,2023-11-25
1426,26,11,2023,2023-11-26
1427,27,11,2023,2023-11-27
1428,28,11,2023,2023-11-28
1429,29,11,2023,2023-11-29
1430,30,11,2023,2023-11-30
1431,1,12,2023,2023-12-01
1432,2,12,2023,2023-12-02
1433,3,12,2023,2023-12-03
1434,4,12,2023,2023-12-04
1435,5,12,2023,2023-12-05
1436,6,12,2023,2023-12-06
1437,7,12,2023,2023-12-07
1438,8,12,2023,2023-12-08
1439,9,12,2023,2023-12-09
1440,10,12,2023,2023-12-10
1441,11,12,2023,2023-12-11
1442,12,12,2023,2023-12-12
1443,13,12,2023,2023-12-13
1444,14,12,2023,2023-12-14
1445,15,12,2023,2023-12-15
1446,16,12,2023,2023-12-16
1447,17,12,2023,2023-12-17
1448,18,12,2023,2023-12-18
1449,19,12,2023,2023-12-19
1450,20,12,2023,2023-12-20
1451,21,12,2023,2023-12-21
1452,22,12,2023,2023-12-22
1453,23,12,2023,2023-12-23
1454,24,12,2023,2023-12-24
1455,25,12,2023,2023-12-25
1456,26,12,2023,2023-12-26
1457,27,12,2023,2023-12-27
1458,28,12,2023,2023-12-28
1459,29,12,2023,2023-12-29
1460,30,12,2023,2023-12-30
1461,31,12,2023,2023-12-31
1462,1,1,2024,2024-01-01
1463,2,1,2024,2024-01-02
1464,3,1,2024,2024-01-03
1465,4,1,2024,2024-01-04
1466,5,1,2024,2024-01-05
1467,6,1,2024,2024-01-06
1468,7,1,2024,2024-01-07
1469,8,1,2024,2024-01-08
1470,9,1,2024,2024-01-09
1471,10,1,2024,2024-01-10
1472,11,1,2024,2024-01-11
1473,12,1,2024,2024-01-12
1474,13,1,2024,2024-01-13
1475,14,1,2024,2024-01-14
1476,15,1,2024,2024-01-15
1477,16,1,2024,2024-01-16
1478,17,1,2024,2024-01-17
1479,18,1,2024,2024-01-18
1480,19,1,2024,2024-01-19
1481,20,1,2024,2024-01-20
1482,21,1,2024,2024-01-21
1483,22,1,2024,2024-01-22
1484,23,1,2024,2024-01-23
1485,24,1,2024,2024-01-24
1486,25,1,2024,2024-01-25
1487,26,1,2024,2024-01-26
1488,27,1,2024,2024-01-27
1489,28,1,2024,2024-01-28
1490,29,1,2024,2024-01-29
1491,30,1,2024,2024-01-30
1492,31,1,2024,2024-01-31
1493,1,2,2024,2024-02-01
1494,2,2,2024,2024-02-02
1495,3,2,2024,2024-02-03
1496,4,2,2024,2024-02-04
1497,5,2,2024,2024-02-05
1498,6,2,2024,2024-02-06
1499,7,2,2024,2024-02-07
1500,8,2,2024,2024-02-08
1501,9,2,2024,2024-02-09
1502,10,2,2024,2024-02-10
1503,11,2,2024,2024-02-11
1504,12,2,2024,2024-02-12
1505,13,2,2024,2024-02-13
1506,14,2,2024,2024-02-14
1507,15,2,2024,2024-02-15
1508,16,2,2024,2024-02-16
1509,17,2,2024,2024-02-17
1510,18,2,2024,2024-02-18
1511,19,2,2024,2024-02-19
1512,20,2,2024,2024-02-20
1513,21,2,2024,2024-02-21
1514,22,2,2024,2024-02-22
1515,23,2,2024,2024-02-23
1516,24,2,2024,2024-02-24
1517,25,2,2024,2024-02-25
1518,26,2,2024,2024-02-26
1519,27,2,2024,2024-02-27
1520,28,2,2024,2024-02-28
1521,29,2,2024,2024-02-29
1522,1,3,2024,2024-03-01
1523,2,3,2024,2024-03-02
1524,3,3,2024,2024-03-03
1525,4,3,2024,2024-03-04
1526,5,3,2024,2024-03-05
1527,6,3,2024,2024-03-06
1528,7,3,2024,2024-03-07
1529,8,3,2024,2024-03-08
1530,9,3,2024,2024-03-09
1531,10,3,2024,2024-03-10
1532,11,3,2024,2024-03-11
1533,12,3,2024,2024-03-12
1534,13,3,2024,2024-03-13
1535,14,3,2024,2024-03-14
1536,15,3,2024,2024-03-15
1537,16,3,2024,2024-03-16
1538,17,3,2024,2024-03-17
1539,18,3,2024,2024-03-18
1540,19,3,2024,2024-03-19
1541,20,3,2024,2024-03-20
1542,21,3,2024,2024-03-21
1543,22,3,2024,2024-03-22
1544,23,3,2024,2024-03-23
1545,24,3,2024,2024-03-24
1546,25,3,2024,2024-03-25
1547,26,3,2024,2024-03-26
1548,27,3,2024,2024-03-27
1549,28,3,2024,2024-03-28
1550,29,3,2024,2024-03-29
1551,30,3,2024,2024-03-30
1552,31,3,2024,2024-03-31
1553,1,4,2024,2024-04-01
1554,2,4,2024,2024-04-02
1555,3,4,2024,2024-04-03
1556,4,4,2024,2024-04-04
1557,5,4,2024,2024-04-05
1558,6,4,2024,2024-04-06
1559,7,4,2024,2024-04-07
1560,8,4,2024,2024-04-08
1561,9,4,2024,2024-04-09
1562,10,4,2024,2024-04-10
1563,11,4,2024,2024-04-11
1564,12,4,2024,2024-04-12
1565,13,4,2024,2024-04-13
1566,14,4,2024,2024-04-14
1567,15,4,2024,2024-04-15
1568,16,4,2024,2024-04-16
1569,17,4,2024,2024-04-17
1570,18,4,2024,2024-04-18
1571,19,4,2024,2024-04-19
1572,20,4,2024,2024-04-20
1573,21,4,2024,2024-04-21
1574,22,4,2024,2024-04-22
1575,23,4,2024,2024-04-23
1576,24,4,2024,2024-04-24
1577,25,4,2024,2024-04-25
1578,26,4,2024,2024-04-26
1579,27,4,2024,2024-04-27
1580,28,4,2024,2024-04-28
1581,29,4,2024,2024-04-29
1582,30,4,2024,2024-04-30
1583,1,5,2024,2024-05-01
1584,2,5,2024,2024-05-02
1585,3,5,2024,2024-05-03
1586,4,5,2024,2024-05-04
1587,5,5,2024,2024-05-05
1588,6,5,2024,2024-05-06
1589,7,5,2024,2024-05-07
1590,8,5,2024,2024-05-08
1591,9,5,2024,2024-05-09
1592,10,5,2024,2024-05-10
1593,11,5,2024,2024-05-11
1594,12,5,2024,2024-05-12
1595,13,5,2024,2024-05-13
1596,14,5,2024,2024-05-14
1597,15,5,2024,2024-05-15
1598,16,5,2024,2024-05-16
1599,17,5,2024,2024-05-17
1600,18,5,2024,2024-05-18
1601,19,5,2024,2024-05-19
1602,20,5,2024,2024-05-20
1603,21,5,2024,2024-05-21
1604,22,5,2024,2024-05-22
1605,23,5,2024,2024-05-23
1606,24,5,2024,2024-05-24
1607,25,5,2024,2024-05-25
1608,26,5,2024,2024-05-26
1609,27,5,2024,2024-05-27
1610,28,5,2024,2024-05-28
1611,29,5,2024,2024-05-29
1612,30,5,2024,2024-05-30
1613,31,5,2024,2024-05-31
1614,1,6,2024,2024-06-01
1615,2,6,2024,2024-06-02
1616,3,6,2024,2024-06-03
1617,4,6,2024,2024-06-04
1618,5,6,2024,2024-06-05
1619,6,6,2024,2024-06-06
1620,7,6,2024,2024-06-07
1621,8,6,2024,2024-06-08
1622,9,6,2024,2024-06-09
1623,10,6,2024,2024-06-10
1624,11,6,2024,2024-06-11
1625,12,6,2024,2024-06-12
1626,13,6,2024,2024-06-13
1627,14,6,2024,2024-06-14
1628,15,6,2024,2024-06-15
1629,16,6,2024,2024-06-16
1630,17,6,2024,2024-06-17
1631,18,6,2024,2024-06-18
1632,19,6,2024,2024-06-19
1633,20,6,2024,2024-06-20
1634,21,6,2024,2024-06-21
1635,22,6,2024,2024-06-22
1636,23,6,2024,2024-06-23
1637,24,6,2024,2024-06-24
1638,25,6,2024,2024-06-25
1639,26,6,2024,2024-06-26
1640,27,6,2024,2024-06-27
1641,28,6,2024,2024-06-28
1642,29,6,2024,2024-06-29
1643,30,6,2024,2024-06-30
1644,1,7,2024,2024-07-01
1645,2,7,2024,2024-07-02
1646,3,7,2024,2024-07-03
1647,4,7,2024,2024-07-04
1648,5,7,2024,2024-07-05
1649,6,7,2024,2024-07-06
1650,7,7,2024,2024-07-07
1651,8,7,2024,2024-07-08
1652,9,7,2024,2024-07-09
1653,10,7,2024,2024-07-10
1654,11,7,2024,2024-07-11
1655,12,7,2024,2024-07-12
1656,13,7,2024,2024-07-13
1657,14,7,2024,2024-07-14
1658,15,7,2024,2024-07-15
1659,16,7,2024,2024-07-16
1660,17,7,2024,2024-07-17
1661,18,7,2024,2024-07-18
1662,19,7,2024,2024-07-19
1663,20,7,2024,2024-07-20
1664,21,7,2024,2024-07-21
1665,22,7,2024,2024-07-22
1666,23,7,2024,2024-07-23
1667,24,7,2024,2024-07-24
1668,25,7,2024,2024-07-25
1669,26,7,2024,2024-07-26
1670,27,7,2024,2024-07-27
1671,28,7,2024,2024-07-28
1672,29,7,2024,2024-07-29
1673,30,7,2024,2024-07-30
1674,31,7,2024,2024-07-31
1675,1,8,2024,2024-08-01
1676,2,8,2024,2024-08-02
1677,3,8,2024,2024-08-03
1678,4,8,2024,2024-08-04
1679,5,8,2024,2024-08-05
1680,6,8,2024,2024-08-06
1681,7,8,2024,2024-08-07
1682,8,8,2024,2024-08-08
1683,9,8,2024,2024-08-09
1684,10,8,2024,2024-08-10
1685,11,8,2024,2024-08-11
1686,12,8,2024,2024-08-12
1687,13,8,2024,2024-08-13
1688,14,8,2024,2024-08-14
1689,15,8,2024,2024-08-15
1690,16,8,2024,2024-08-16
1691,17,8,2024,2024-08-17
1692,18,8,2024,2024-08-18
1693,19,8,2024,2024-08-19
1694,20,8,2024,2024-08-20
1695,21,8,2024,2024-08-21
1696,22,8,2024,2024-08-22
1697,23,8,2024,2024-08-23
1698,24,8,2024,2024-08-24
1699,25,8,2024,2024-08-25
1700,26,8,2024,2024-08-26
